publication_date,effective_on,agencies,agency_names,title,abstract,action,type,president,dates,citation,document_number,regulation_id_numbers,json_url,raw_text_url,html_url,president_id,publication_dt,publication_year,publication_month,susp,actual_susp
4/27/2009,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",Health and Human Services Department,"Guidance Specifying the Technologies and Methodologies That Render Protected Health Information Unusable, Unreadable, or Indecipherable to Unauthorized Individuals for Purposes of the Breach Notification Requirements Under Section 13402 of Title XIII (Health Information Technology for Economic and Clinical Health Act) of the American Recovery and Reinvestment Act of 2009; Request for Information","This document is guidance and a request for comments under section 13402 of the Health Information Technology for Economic and Clinical Health (HITECH) Act, Title XIII of Division A and Title IV of Division B of the American Recovery and Reinvestment Act of 2009 (ARRA) (Pub. L. 111-5). ARRA was enacted on February 17, 2009. The HITECH Act (the Act) at section 13402 requires the Department of Health and Human Services (HHS) to issue interim final regulations within 180 days of enactment to require covered entities under the Health Insurance Portability and Accountability Act of 1996 (HIPAA) and their business associates to provide for notification in the case of breaches of unsecured protected health information. For purposes of these requirements, section 13402(h) of the Act defines ``unsecured protected health information'' to mean protected health information that is not secured through the use of a technology or methodology specified by the Secretary in guidance, and requires the Secretary to issue such guidance no later than 60 days after enactment and to specify within the technologies and methodologies that render protected health information unusable, unreadable, or indecipherable to unauthorized individuals. Through this document, HHS is issuing the required guidance and seeking public comment both on the guidance as well as the breach notification provisions of the Act generally to inform the future rulemaking and updates to the guidance.",Guidance and Request for Information.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","Comments must be submitted on or before May 21, 2009. The guidance is applicable upon issuance, which occurred on April 17, 2009, through posting on the HHS Web site at http://www.hhs.gov/ocr/privacy. However, the guidance will apply to breaches 30 days after publication of the forthcoming interim final regulations. If we determine that the guidance should be modified based on public comments, we will issue updated guidance prior to or concurrently with the regulations.",74 FR 19006,E9-9512,,https://www.federalregister.gov/api/v1/documents/E9-9512?publication_date=2009-04-27,https://www.federalregister.gov/documents/full_text/text/2009/04/27/E9-9512.txt,https://www.federalregister.gov/documents/2009/04/27/E9-9512/guidance-specifying-the-technologies-and-methodologies-that-render-protected-health-information,barack-obama,2009-04-27 00:00:00 UTC,2009,4,0,0
3/18/2009,3/16/2009,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Fisheries of the Exclusive Economic Zone Off Alaska; Pacific Cod by Catcher Vessels Less Than 60 ft (18.3 m) Length Overall Using Hook-and-Line or Pot Gear in the Bering Sea and Aleutian Islands Management Area,NMFS is prohibiting directed fishing for Pacific cod by catcher vessels less than 60 ft (< 18.3 m) length overall (LOA) using hook-and-line or pot gear in the Bering Sea and Aleutian Islands management area (BSAI). This action is necessary to prevent exceeding the 2009 Pacific cod total allowable catch (TAC) allocated to catcher vessels < 60 ft LOA using hook-and-line or pot gear in the BSAI.,Temporary rule; closure.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","Effective 1200 hrs, Alaska local time (A.l.t.), March 16, 2009, through 2400 hrs, A.l.t., December 31, 2009.",74 FR 11503,E9-5825,0648-XN75,https://www.federalregister.gov/api/v1/documents/E9-5825?publication_date=2009-03-18,https://www.federalregister.gov/documents/full_text/text/2009/03/18/E9-5825.txt,https://www.federalregister.gov/documents/2009/03/18/E9-5825/fisheries-of-the-exclusive-economic-zone-off-alaska-pacific-cod-by-catcher-vessels-less-than-60-ft,barack-obama,2009-03-18 00:00:00 UTC,2009,3,0,0
3/19/2009,3/19/2009,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Internal Revenue Service', 'name': 'Internal Revenue Service', 'id': 254, 'url': 'https://www.federalregister.gov/agencies/internal-revenue-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/254', 'parent_id': 497, 'slug': 'internal-revenue-service'}]","Treasury Department, Internal Revenue Service",Automatic Contribution Arrangements; Correction,"This document contains a correction to final regulations (TD 9447) that were published in the Federal Register on Tuesday, February 24, 2009 (74 FR 8200) relating to automatic contribution arrangements. These regulations affect administrators of, employers maintaining, participants in, and beneficiaries of section 401(k) plans and other eligible plans that include an automatic contribution arrangement.",Correction to final regulations.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This correction is effective on March 19, 2009, and is applicable on February 24, 2009.",74 FR 11644,E9-5952,1545-BG80,https://www.federalregister.gov/api/v1/documents/E9-5952?publication_date=2009-03-19,https://www.federalregister.gov/documents/full_text/text/2009/03/19/E9-5952.txt,https://www.federalregister.gov/documents/2009/03/19/E9-5952/automatic-contribution-arrangements-correction,barack-obama,2009-03-19 00:00:00 UTC,2009,3,0,0
4/30/2009,5/11/2009,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Airworthiness Directives; Cessna Aircraft Company (Type Certificate Previously Held by Columbia Aircraft Manufacturing (Previously The Lancair Company)) Models LC40-550FG, LC41-550FG, and LC42-550FG Airplanes","We are adopting a new airworthiness directive (AD) for certain Cessna Aircraft Company (Type Certificate previously held by Columbia Aircraft Manufacturing (previously The Lancair Company)) Models LC40- 550FG, LC41-550FG, and LC42-550FG airplanes. This AD requires you to repetitively inspect the rudder hinges and the rudder hinge brackets for damage, i.e., cracking, deformation, and discoloration. If damage is found during any inspection, this AD also requires you to replace the damaged rudder hinge and/or rudder hinge bracket. This AD results from reports that cracked lower rudder hinge brackets were found on two of the affected airplanes. We are issuing this AD to detect and correct damage in the rudder hinges and the rudder hinge brackets, which could result in failure of the rudder. This failure could lead to loss of control.",Final rule; request for comments.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This AD becomes effective on May 11, 2009.",74 FR 19873,E9-9793,2120-AA64,https://www.federalregister.gov/api/v1/documents/E9-9793?publication_date=2009-04-30,https://www.federalregister.gov/documents/full_text/text/2009/04/30/E9-9793.txt,https://www.federalregister.gov/documents/2009/04/30/E9-9793/airworthiness-directives-cessna-aircraft-company-type-certificate-previously-held-by-columbia,barack-obama,2009-04-30 00:00:00 UTC,2009,4,0,0
4/14/2009,4/21/2009,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Homeland Security Department, Coast Guard","Safety Zone; San Diego Bay, San Diego, CA","The Coast Guard is establishing a safety zone on the navigable waters of San Diego Bay in support of the Fireworks Display. This safety zone is necessary to provide for the safety of the participants, crew, spectators, participating vessels, and other vessels and users of the waterway. Persons and vessels are prohibited from entering into, transiting through, or anchoring within this safety zone unless authorized by the Captain of the Port, or his designated representative.",Temporary final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule is effective from 8:30 p.m. through 9 p.m. on April 21, 2009.",74 FR 17084,E9-8492,1625-AA00,https://www.federalregister.gov/api/v1/documents/E9-8492?publication_date=2009-04-14,https://www.federalregister.gov/documents/full_text/text/2009/04/14/E9-8492.txt,https://www.federalregister.gov/documents/2009/04/14/E9-8492/safety-zone-san-diego-bay-san-diego-ca,barack-obama,2009-04-14 00:00:00 UTC,2009,4,0,0
3/31/2009,,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'GENERAL SERVICES ADMINISTRATION', 'name': 'General Services Administration', 'id': 210, 'url': 'https://www.federalregister.gov/agencies/general-services-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/210', 'parent_id': None, 'slug': 'general-services-administration'}, {'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]","Defense Department, General Services Administration, National Aeronautics and Space Administration",Federal Acquisition Regulation; Federal Acquisition Circular 2005-32; Small Entity Compliance Guide,"This document is issued under the joint authority of the Secretary of Defense, the Administrator of General Services and the Administrator of the National Aeronautics and Space Administration. This Small Entity Compliance Guide has been prepared in accordance with Section 212 of the Small Business Regulatory Enforcement Fairness Act of 1996. It consists of a summary of rules appearing in Federal Acquisition Circular (FAC) 2005-32 which amend the FAR. An asterisk (*) next to a rule indicates that a regulatory flexibility analysis has been prepared. Interested parties may obtain further information regarding these rules by referring to FAC 2005-32 which precedes this document. These documents are also available via the Internet at http:/ /www.regulations.gov.",Small Entity Compliance Guide.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 14651,E9-7024,,https://www.federalregister.gov/api/v1/documents/E9-7024?publication_date=2009-03-31,https://www.federalregister.gov/documents/full_text/text/2009/03/31/E9-7024.txt,https://www.federalregister.gov/documents/2009/03/31/E9-7024/federal-acquisition-regulation-federal-acquisition-circular-2005-32-small-entity-compliance-guide,barack-obama,2009-03-31 00:00:00 UTC,2009,3,0,0
2/11/2009,2/11/2009,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","Health and Human Services Department, Food and Drug Administration",New Animal Drugs; Bc6 Recombinant Deoxyribonucleic Acid Construct,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect the original approval of a new animal drug application (NADA) filed by GTC Biotherapeutics, Inc. The NADA provides for use of a recombinant deoxyribonucleic acid (rDNA) construct in a lineage of genetically engineered (GE) goats expressing recombinant human antithrombin in their milk. The subsequently purified antithrombin is a biological product for human therapeutic use. In a separate action, a biologics license application (BLA) has been approved by FDA for use of this antithrombin in humans.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule is effective February 11, 2009.",74 FR 6823,E9-2881,,https://www.federalregister.gov/api/v1/documents/E9-2881?publication_date=2009-02-11,https://www.federalregister.gov/documents/full_text/text/2009/02/11/E9-2881.txt,https://www.federalregister.gov/documents/2009/02/11/E9-2881/new-animal-drugs-bc6-recombinant-deoxyribonucleic-acid-construct,barack-obama,2009-02-11 00:00:00 UTC,2009,2,0,0
4/20/2009,4/16/2009,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Magnuson-Stevens Fishery Conservation and Management Act Provisions; Fisheries of the Northeastern United States; Northeast Multispecies Fishery; Closure of the Eastern U.S./Canada Management Area,"NMFS announces a temporary closure of the Eastern U.S./Canada Area to limited access NE multispecies days-at-sea (DAS) vessels. Based upon Vessel Monitoring System (VMS) reports and other available information, the Administrator, Northeast Region, NMFS (Regional Administrator) has projected that 100 percent of the total allowable catch (TAC) of Georges Bank (GB) cod allocated to be harvested from the Eastern U.S./Canada Area would be harvested in the next few days, if current catch rates continue. This action is being taken to prevent the 2008 TAC for GB cod in the Eastern U.S./Canada Area from being exceeded during the 2008 fishing year in accordance with the regulations implemented under Amendment 13 to the NE Multispecies Fishery Management Plan (FMP) and the Magnuson-Stevens Fishery Conservation and Management Act.",Temporary rule; closure.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","The temporary closure of the Eastern U.S./Canada Area to all limited access NE multispecies DAS vessels is effective 0001 hr April 16, 2009, through 2400 hr local time, April 30, 2009.",74 FR 17907,E9-8990,0648-XO25,https://www.federalregister.gov/api/v1/documents/E9-8990?publication_date=2009-04-20,https://www.federalregister.gov/documents/full_text/text/2009/04/20/E9-8990.txt,https://www.federalregister.gov/documents/2009/04/20/E9-8990/magnuson-stevens-fishery-conservation-and-management-act-provisions-fisheries-of-the-northeastern,barack-obama,2009-04-20 00:00:00 UTC,2009,4,0,0
3/9/2009,3/9/2009,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,New Source Performance Standards; Supplemental Delegation of Authority to the State of Wyoming,"The Wyoming Department of Environmental Quality submitted a request for an updated delegation of authority to implement and enforce the Federal New Source Performance Standards, including one new standard not previously delegated. EPA's review of Wyoming's updated regulations determined that they contain adequate and effective procedures for the implementation and enforcement of these Federal standards. This action informs the public of the updated delegation to Wyoming. EPA is also making a technical amendment to update the list of subparts delegated to Wyoming.",Delegation of authority; technical amendment.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This technical amendment is effective on March 9, 2009. The delegation of authority to Wyoming became effective on November 26, 2008.",74 FR 9958,E9-4794,,https://www.federalregister.gov/api/v1/documents/E9-4794?publication_date=2009-03-09,https://www.federalregister.gov/documents/full_text/text/2009/03/09/E9-4794.txt,https://www.federalregister.gov/documents/2009/03/09/E9-4794/new-source-performance-standards-supplemental-delegation-of-authority-to-the-state-of-wyoming,barack-obama,2009-03-09 00:00:00 UTC,2009,3,0,0
3/23/2009,3/23/2009,"[{'raw_name': 'LIBRARY OF CONGRESS', 'name': 'Library of Congress', 'id': 277, 'url': 'https://www.federalregister.gov/agencies/library-of-congress', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/277', 'parent_id': None, 'slug': 'library-of-congress'}, {'raw_name': 'Copyright Office', 'name': 'Copyright Office, Library of Congress', 'id': 87, 'url': 'https://www.federalregister.gov/agencies/copyright-office-library-of-congress', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/87', 'parent_id': 277, 'slug': 'copyright-office-library-of-congress'}]","Library of Congress, Copyright Office, Library of Congress",Section 119 and Changes in the Consumer Price Index,"The Copyright Office makes royalty rate adjustments for satellite carriers based upon changes in the Consumer Price Index. This year, the change in the Consumer Price Index for the relevant time period was 0.03%, a change so small that the rates remain unaffected for the 2009 licensing period.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This regulation is effective March 23, 2009 and the rates are applicable for the period of January 1, 2009, through December 31, 2009.",74 FR 12092,E9-6175,,https://www.federalregister.gov/api/v1/documents/E9-6175?publication_date=2009-03-23,https://www.federalregister.gov/documents/full_text/text/2009/03/23/E9-6175.txt,https://www.federalregister.gov/documents/2009/03/23/E9-6175/section-119-and-changes-in-the-consumer-price-index,barack-obama,2009-03-23 00:00:00 UTC,2009,3,0,0
4/21/2009,4/13/2009,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Fisheries of the Exclusive Economic Zone Off Alaska; Pollock in the West Yakutat District of the Gulf of Alaska,NMFS is prohibiting directed fishing for pollock in the West Yakutat District of the Gulf of Alaska (GOA). This action is necessary to prevent exceeding the 2009 total allowable catch (TAC) of pollock in the West Yakutat District of the GOA.,Temporary rule; closure.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","Effective 1200 hrs, Alaska local time (A.l.t.), April 13, 2009, through 2400 hrs, A.l.t., December 31, 2009.",74 FR 18160,E9-8997,0648-XO73,https://www.federalregister.gov/api/v1/documents/E9-8997?publication_date=2009-04-21,https://www.federalregister.gov/documents/full_text/text/2009/04/21/E9-8997.txt,https://www.federalregister.gov/documents/2009/04/21/E9-8997/fisheries-of-the-exclusive-economic-zone-off-alaska-pollock-in-the-west-yakutat-district-of-the-gulf,barack-obama,2009-04-21 00:00:00 UTC,2009,4,0,0
3/13/2009,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",Securities and Exchange Commission,Attaching Authenticating Documents to Online Form ID Applications,We are adopting rule and form amendments that allow applicants for EDGAR access codes using Form ID to submit their authenticating documents by attaching them to their online Form ID applications in Portable Document Format (PDF) as an alternative to submitting the documents by fax.,Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 10836,E9-5377,,https://www.federalregister.gov/api/v1/documents/E9-5377?publication_date=2009-03-13,https://www.federalregister.gov/documents/full_text/text/2009/03/13/E9-5377.txt,https://www.federalregister.gov/documents/2009/03/13/E9-5377/attaching-authenticating-documents-to-online-form-id-applications,barack-obama,2009-03-13 00:00:00 UTC,2009,3,0,0
3/25/2009,5/26/2009,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,"Approval and Promulgation of Air Quality Implementation Plans: Kentucky; Approval Section 110(a)(1) Maintenance Plans for the 1997 8-Hour Ozone Standard for the Huntington-Ashland Area, Lexington Area and Edmonson County","EPA is approving revisions to the Kentucky State Implementation Plan (SIP) concerning the maintenance plans addressing the 1997 8-hour ozone standard for the following areas: the Kentucky portion of the Huntington--Ashland Area (a portion of Greenup County); Lexington Area (Fayette and Scott Counties); and Edmonson County. These maintenance plans were submitted to EPA on May 27, 2008, by the Commonwealth of Kentucky and ensure the continued attainment of the 1997 8-hour ozone National Ambient Air Quality Standard (NAAQS) through the year 2020. These plans meet the statutory and regulatory requirements, and are consistent with EPA's guidance. EPA is approving the revisions pursuant to section 110 of the Clean Air Act (``CAA'' or ``Act''). On March 12, 2008, EPA issued a revised ozone standard. The current action, however, is being taken to address requirements under the 1997 ozone standard. Requirements for the Huntington-Ashland, Lexington, and Edmonson County Areas under the 2008 standard will be addressed in the future.",Direct final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule is effective on May 26, 2009 without further notice, unless EPA receives adverse comment by April 24, 2009. If EPA receives such comment, EPA will publish a timely withdrawal in the Federal Register informing the public that this rule will not take effect.",74 FR 12567,E9-6601,,https://www.federalregister.gov/api/v1/documents/E9-6601?publication_date=2009-03-25,https://www.federalregister.gov/documents/full_text/text/2009/03/25/E9-6601.txt,https://www.federalregister.gov/documents/2009/03/25/E9-6601/approval-and-promulgation-of-air-quality-implementation-plans-kentucky-approval-section-110a1,barack-obama,2009-03-25 00:00:00 UTC,2009,3,0,0
3/5/2009,3/5/2009,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Internal Revenue Service', 'name': 'Internal Revenue Service', 'id': 254, 'url': 'https://www.federalregister.gov/agencies/internal-revenue-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/254', 'parent_id': 497, 'slug': 'internal-revenue-service'}]","Treasury Department, Internal Revenue Service",Section 482: Methods To Determine Taxable Income in Connection With a Cost Sharing Arrangement; Correction,"This document contains corrections to final and temporary regulations (TD9441) that were published in the Federal Register on Monday, January 5, 2009 providing further guidance and clarification regarding methods under section 482 to determine taxable income in connection with a cost sharing arrangement in order to address issues that have arisen in administering the current regulations. The temporary regulations affect domestic and foreign entities that enter into cost sharing arrangements described in the temporary regulations.",Correction to final and temporary regulations.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This correction is effective March 5, 2009, and is applicable on January 5, 2009.",74 FR 9570,E9-4656,1545-BI46,https://www.federalregister.gov/api/v1/documents/E9-4656?publication_date=2009-03-05,https://www.federalregister.gov/documents/full_text/text/2009/03/05/E9-4656.txt,https://www.federalregister.gov/documents/2009/03/05/E9-4656/section-482-methods-to-determine-taxable-income-in-connection-with-a-cost-sharing-arrangement,barack-obama,2009-03-05 00:00:00 UTC,2009,3,0,0
3/24/2017,4/24/2017,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Space Vehicle and Missile Launch Operations,"NMFS, upon request from the Alaska Aerospace Corporation (AAC), hereby issues regulations to govern the incidental taking of marine mammals incidental to space vehicle and missile launch operations at the Pacific Spaceport Complex Alaska (PSCA) on Kodiak Island, Alaska, over the course of five years (2017-2022). These regulations, which allow for the issuance of Letters of Authorization (LOA) for the incidental take of marine mammals during the described activities and specified timeframes, prescribe the permissible methods of taking and other means of effecting the least practicable adverse impact on marine mammal species or stocks and their habitat, and establish requirements pertaining to the monitoring and reporting of such taking.",Final rule.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective from April 24, 2017, through April 25, 2022.",82 FR 14996,2017-05663,0648-BG25,https://www.federalregister.gov/api/v1/documents/2017-05663?publication_date=2017-03-24,https://www.federalregister.gov/documents/full_text/text/2017/03/24/2017-05663.txt,https://www.federalregister.gov/documents/2017/03/24/2017-05663/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to-space,donald-trump,2017-03-24 00:00:00 UTC,2017,3,0,0
3/27/2017,5/1/2017,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration",Airworthiness Directives; The Boeing Company Airplanes,"We are adopting a new airworthiness directive (AD) for certain The Boeing Company Model 787-8 airplanes. This AD was prompted by a report indicating that the fire block in the closets and video control stations, and fire blocking tape in the floor panel opening in the forward and aft main passenger cabin, might be missing on some airplanes. This AD requires installing a fire block in the closets and video control stations, as applicable, and installing fire blocking tape in the floor panel openings in the forward and aft main passenger cabin. We are issuing this AD to address the unsafe condition on these products.",Final rule.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This AD is effective May 1, 2017.",82 FR 15123,2017-05521,2120-AA64,https://www.federalregister.gov/api/v1/documents/2017-05521?publication_date=2017-03-27,https://www.federalregister.gov/documents/full_text/text/2017/03/27/2017-05521.txt,https://www.federalregister.gov/documents/2017/03/27/2017-05521/airworthiness-directives-the-boeing-company-airplanes,donald-trump,2017-03-27 00:00:00 UTC,2017,3,0,0
