publication_date,effective_on,agencies,agency_names,title,abstract,action,type,president,dates,citation,document_number,regulation_id_numbers,json_url,raw_text_url,html_url,president_id,publication_dt,publication_year,publication_month,susp,actual_susp
2009-04-10,,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Export Notification; Change to Reporting Requirements,,,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 16327,E9-8354,,https://www.federalregister.gov/api/v1/documents/E9-8354?publication_date=2009-04-10,https://www.federalregister.gov/documents/full_text/text/2009/04/10/E9-8354.txt,https://www.federalregister.gov/documents/2009/04/10/E9-8354/export-notification-change-to-reporting-requirements,barack-obama,2009-04-10 00:00:00 UTC,2009,4,0,0
2009-03-31,2009-05-05,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Airworthiness Directives; Piper Aircraft, Inc. Models PA-46-350P and PA-46R-350T Airplanes","We are adopting a new airworthiness directive (AD) for certain Piper Aircraft, Inc. Models PA-46-350P and PA-46R-350T airplanes. This AD requires you to inspect the 35-amp and 250-amp current limiters to verify they are installed in the proper locations and correct the installation if the current limiters are not installed in the proper locations. This AD also limits operation to ``only under day visual flight rules (VFR)'' until the current limiter installation is inspected and corrected. This AD results from three reports of incorrectly installed current limiters. We are issuing this AD to detect and correct incorrect installation of 35-amp and 250-amp current limiters, which could result in failure of the 35-amp current limiter if installed in the 250-amp location. This failure could lead to a total loss of electrical power.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This AD becomes effective on May 5, 2009.",74 FR 14461,E9-6986,2120-AA64,https://www.federalregister.gov/api/v1/documents/E9-6986?publication_date=2009-03-31,https://www.federalregister.gov/documents/full_text/text/2009/03/31/E9-6986.txt,https://www.federalregister.gov/documents/2009/03/31/E9-6986/airworthiness-directives-piper-aircraft-inc-models-pa-46-350p-and-pa-46r-350t-airplanes,barack-obama,2009-03-31 00:00:00 UTC,2009,3,0,0
2009-02-10,2009-02-10,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","Health and Human Services Department, Food and Drug Administration",Oral Dosage Form New Animal Drugs; Ivermectin Paste,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental abbreviated new animal drug application (ANADA) filed by IVX Animal Health, Inc. The supplemental ANADA provides for use of ivermectin oral paste for the treatment and control of additional species of gastrointestinal parasites in horses.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule is effective February 10, 2009.",74 FR 6541,E9-2749,,https://www.federalregister.gov/api/v1/documents/E9-2749?publication_date=2009-02-10,https://www.federalregister.gov/documents/full_text/text/2009/02/10/E9-2749.txt,https://www.federalregister.gov/documents/2009/02/10/E9-2749/oral-dosage-form-new-animal-drugs-ivermectin-paste,barack-obama,2009-02-10 00:00:00 UTC,2009,2,0,0
2009-04-15,2009-04-15,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Wisconsin: Final Authorization of State Hazardous Waste Management Program Revision,"EPA is granting Wisconsin final authorization of the changes to its hazardous waste program under the Resource Conservation and Recovery Act (RCRA). The agency published a proposed rule on November 24, 2008 at 73 FR 70931 and provided for public comment. The public comment period ended on December 24, 2008. We received no comments. No further opportunity for comment will be provided. EPA has determined that these changes satisfy all requirements needed to qualify for final authorization, and is proposing to authorize the State's changes. This final rule authorizes the renumbering and revision of Wisconsin's previously authorized regulations.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","The final authorization will be effective on April 15, 2009.",74 FR 17423,E9-8616,,https://www.federalregister.gov/api/v1/documents/E9-8616?publication_date=2009-04-15,https://www.federalregister.gov/documents/full_text/text/2009/04/15/E9-8616.txt,https://www.federalregister.gov/documents/2009/04/15/E9-8616/wisconsin-final-authorization-of-state-hazardous-waste-management-program-revision,barack-obama,2009-04-15 00:00:00 UTC,2009,4,0,0
2009-03-05,2009-03-05,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Internal Revenue Service', 'name': 'Internal Revenue Service', 'id': 254, 'url': 'https://www.federalregister.gov/agencies/internal-revenue-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/254', 'parent_id': 497, 'slug': 'internal-revenue-service'}]","Treasury Department, Internal Revenue Service",Section 482: Methods To Determine Taxable Income in Connection With a Cost Sharing Arrangement; Correction,"This document contains corrections to final and temporary regulations (TD9441) that were published in the Federal Register on Monday, January 5, 2009 (74 FR 340) providing further guidance and clarification regarding methods under section 482 to determine taxable income in connection with a cost sharing arrangement in order to address issues that have arisen in administering the current regulations. The temporary regulations affect domestic and foreign entities that enter into cost sharing arrangements described in the temporary regulations.",Correcting amendment.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This correction is effective March 5, 2009, and is applicable on January 5, 2009.",74 FR 9570,E9-4686,1545-BI46,https://www.federalregister.gov/api/v1/documents/E9-4686?publication_date=2009-03-05,https://www.federalregister.gov/documents/full_text/text/2009/03/05/E9-4686.txt,https://www.federalregister.gov/documents/2009/03/05/E9-4686/section-482-methods-to-determine-taxable-income-in-connection-with-a-cost-sharing-arrangement,barack-obama,2009-03-05 00:00:00 UTC,2009,3,0,0
2009-03-20,,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Procedural Rules for DOE Nuclear Activities,"The Department of Energy (DOE) is today publishing a final rule to amend its Procedural Rules for DOE Nuclear Activities at Part 820 to be consistent with section 610 of the Energy Policy Act of 2005, Public Law 109-58 (EPAct of 2005), signed into law by President Bush on August 8, 2005. Section 610 amends provisions in section 234A. of the Atomic Energy Act of 1954 (AEA) concerning civil penalty assessments against certain DOE contractors, subcontractors and suppliers. Specifically, this final rule revises DOE regulations at section 820.20 to be consistent with the changes under section 610 of the EPAct of 2005.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 11839,E9-6134,1990-AA30,https://www.federalregister.gov/api/v1/documents/E9-6134?publication_date=2009-03-20,https://www.federalregister.gov/documents/full_text/text/2009/03/20/E9-6134.txt,https://www.federalregister.gov/documents/2009/03/20/E9-6134/procedural-rules-for-doe-nuclear-activities,barack-obama,2009-03-20 00:00:00 UTC,2009,3,0,0
2009-04-24,2009-04-25,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Agricultural Marketing Service', 'name': 'Agricultural Marketing Service', 'id': 9, 'url': 'https://www.federalregister.gov/agencies/agricultural-marketing-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/9', 'parent_id': 12, 'slug': 'agricultural-marketing-service'}]","Agriculture Department, Agricultural Marketing Service",Onions Grown in South Texas; Change in Regulatory Period,"This rule revises the regulatory period during which minimum grade, size, quality, and maturity requirements are in effect for onions grown in South Texas under Marketing Order No. 959 (order). The previous regulatory period for South Texas onions was March 1 to July 15 of each year. The new regulatory period ends on June 4. Prior to this change, onions subject to order requirements from June 5 to July 15 were present in the market at the same time as onions produced in other areas of the United States not regulated under Federal marketing orders. Changing the ending date of the regulatory period to June 4 relaxes the regulatory requirements for onions covered under the order, and will enable producers and handlers to compete more effectively in the marketplace, and therefore, promote the orderly marketing of onions. The South Texas Onion Committee (Committee), which locally administers the order, unanimously recommended the change.",Interim final rule with request for comments.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","Effective April 25, 2009; comments received by June 23, 2009 will be considered prior to issuance of a final rule.",74 FR 18621,E9-9378,,https://www.federalregister.gov/api/v1/documents/E9-9378?publication_date=2009-04-24,https://www.federalregister.gov/documents/full_text/text/2009/04/24/E9-9378.txt,https://www.federalregister.gov/documents/2009/04/24/E9-9378/onions-grown-in-south-texas-change-in-regulatory-period,barack-obama,2009-04-24 00:00:00 UTC,2009,4,0,0
2009-04-17,,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'GENERAL SERVICES ADMINISTRATION', 'name': 'General Services Administration', 'id': 210, 'url': 'https://www.federalregister.gov/agencies/general-services-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/210', 'parent_id': None, 'slug': 'general-services-administration'}, {'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]","Defense Department, General Services Administration, National Aeronautics and Space Administration","Federal Acquisition Regulation; FAR Case 2007-013, Employment Eligibility Verification","The Department of Defense, General Services Administration, and National Aeronautics and Space Administration have agreed to delay the applicability date of FAR Case 2007-013, Employment Eligibility Verification, to June 30, 2009.",Amendment to final rule; delay of applicability date.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 17793,E9-8849,9000-AK91,https://www.federalregister.gov/api/v1/documents/E9-8849?publication_date=2009-04-17,https://www.federalregister.gov/documents/full_text/text/2009/04/17/E9-8849.txt,https://www.federalregister.gov/documents/2009/04/17/E9-8849/federal-acquisition-regulation-far-case-2007-013-employment-eligibility-verification,barack-obama,2009-04-17 00:00:00 UTC,2009,4,0,1
2009-03-11,2009-05-01,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Homeland Security Department, Coast Guard","Drawbridge Operation Regulation; Gulf Intracoastal Waterway, Belle Chasse, LA","The Commander, Eighth Coast Guard District, has issued a temporary deviation from the regulation governing the operation of the SR 23 bridge across the Gulf Intracoastal Waterway (Algiers Alternate Route), mile 3.8, at Belle Chasse, Plaquemines Parish, Louisiana. This temporary rule is issued to facilitate movement of vehicular traffic for the 2009 N'Awlins Air Show, to be held at the U.S. Naval Air Station, Joint Reserve Base at Belle Chasse, Louisiana.",Notice of temporary deviation from regulations.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This deviation is effective from 3:30 p.m. on Friday, May 1, 2009 until 7:45 p.m. on Sunday, May 3, 2009.",74 FR 10486,E9-5082,,https://www.federalregister.gov/api/v1/documents/E9-5082?publication_date=2009-03-11,https://www.federalregister.gov/documents/full_text/text/2009/03/11/E9-5082.txt,https://www.federalregister.gov/documents/2009/03/11/E9-5082/drawbridge-operation-regulation-gulf-intracoastal-waterway-belle-chasse-la,barack-obama,2009-03-11 00:00:00 UTC,2009,3,0,0
2009-03-24,2009-04-28,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration",Airworthiness Directives; Airbus Model A310 Series Airplanes and Model A300-600 Series Airplanes,"This airworthiness directive (AD) supersedes two existing ADs. One AD applies to certain Airbus Model A310-200 and -300 series airplanes. That AD currently requires repetitive inspections for cracking of the flap transmission shafts, and replacement of the transmission shafts if necessary. That AD also provides an optional terminating action for the repetitive inspections. The other existing AD applies to all Airbus Model A300 B4-600, B4-600R, and F4-600R series airplanes, and Model C4-605R Variant F airplanes (collectively called A300-600 series airplanes); and Model A310-200 and -300 series airplanes. That AD currently requires a one-time inspection of the trimmable horizontal stabilizer actuator (THSA), corrective actions if necessary, and follow-on repetitive tasks. This new AD also requires revising the Airworthiness Limitations Section of the Instructions for Continued Airworthiness to incorporate new limitations and maintenance tasks for aging systems maintenance. This AD results from the manufacturer's determination that life limitations and maintenance tasks are necessary to ensure continued operational safety of the affected airplanes. We are issuing this AD to prevent reduced structural integrity of these airplanes due to the failure of system components.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This AD becomes effective April 28, 2009.",74 FR 12228,E9-5969,2120-AA64,https://www.federalregister.gov/api/v1/documents/E9-5969?publication_date=2009-03-24,https://www.federalregister.gov/documents/full_text/text/2009/03/24/E9-5969.txt,https://www.federalregister.gov/documents/2009/03/24/E9-5969/airworthiness-directives-airbus-model-a310-series-airplanes-and-model-a300-600-series-airplanes,barack-obama,2009-03-24 00:00:00 UTC,2009,3,0,0
2009-03-04,2009-04-03,"[{'raw_name': 'NATIONAL CREDIT UNION ADMINISTRATION', 'name': 'National Credit Union Administration', 'id': 335, 'url': 'https://www.federalregister.gov/agencies/national-credit-union-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/335', 'parent_id': None, 'slug': 'national-credit-union-administration'}]",National Credit Union Administration,Accuracy of Advertising and Notice of Insured Status,"Section 740.4 of NCUA's rules requires that a federally insured credit union continuously display the official NCUA sign at every teller station or window where insured funds or deposits are normally received. Section 740.4(c) requires that tellers accepting share deposits for both federally insured credit unions and nonfederally insured credit unions also post a second sign adjacent to the official NCUA sign. The current rule requires this second sign to list each federally insured credit union served by the teller along with a statement that only these credit unions are federally insured. Due to the evolution of shared branch networks it is now difficult for some tellers to comply with this second signage requirement and, accordingly, NCUA is revising the rule to replace the required listing of credit unions with a statement that not all of the credit unions served by the teller are federally insured and that members should contact their credit union if they need more information.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule is effective April 3, 2009.",74 FR 9347,E9-4600,3133-AD52,https://www.federalregister.gov/api/v1/documents/E9-4600?publication_date=2009-03-04,https://www.federalregister.gov/documents/full_text/text/2009/03/04/E9-4600.txt,https://www.federalregister.gov/documents/2009/03/04/E9-4600/accuracy-of-advertising-and-notice-of-insured-status,barack-obama,2009-03-04 00:00:00 UTC,2009,3,0,0
2017-03-17,2017-03-20,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Atlantic Highly Migratory Species; Atlantic Bluefin Tuna Fisheries,"NMFS closes the southern area Angling category fishery for large medium and giant (``trophy'' (i.e., measuring 73 inches curved fork length or greater)) Atlantic bluefin tuna (BFT). This action is being taken to prevent overharvest of the Angling category southern area trophy BFT subquota.",Temporary rule; closure of Angling category southern area trophy fishery.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective 11:30 p.m., local time, March 20, 2017, through December 31, 2017.",82 FR 14162,2017-05387,0648-XF27,https://www.federalregister.gov/api/v1/documents/2017-05387?publication_date=2017-03-17,https://www.federalregister.gov/documents/full_text/text/2017/03/17/2017-05387.txt,https://www.federalregister.gov/documents/2017/03/17/2017-05387/atlantic-highly-migratory-species-atlantic-bluefin-tuna-fisheries,donald-trump,2017-03-17 00:00:00 UTC,2017,3,0,0
2017-03-21,2017-03-21,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Office of the Secretary'}]","Transportation Department, Office of the Secretary",Reporting of Data for Mishandled Baggage and Wheelchairs and Scooters Transported in Aircraft Cargo Compartments; Extension of Compliance Date,"The Department of Transportation is amending its regulations by extending the compliance date of its final rule on reporting of data for mishandled baggage and wheelchairs in aircraft cargo compartments from January 1, 2018 to January 1, 2019. Under that final rule, the mishandled-baggage data that air carriers are required to report changed, from the number of Mishandled Baggage Reports and the number of domestic passenger enplanements to the number of mishandled bags and the number of enplaned bags. The rule also requires separate statistics for mishandled wheelchairs and scooters used by passengers with disabilities and transported in aircraft cargo compartments. This extension is in response to a request by Airlines for America (A4A) and Delta.",Final rule.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This final rule is effective March 21, 2017.",82 FR 14437,2017-04582,2105-AE65,https://www.federalregister.gov/api/v1/documents/2017-04582?publication_date=2017-03-21,https://www.federalregister.gov/documents/full_text/text/2017/03/21/2017-04582.txt,https://www.federalregister.gov/documents/2017/03/21/2017-04582/reporting-of-data-for-mishandled-baggage-and-wheelchairs-and-scooters-transported-in-aircraft-cargo,donald-trump,2017-03-21 00:00:00 UTC,2017,3,0,0
2017-03-17,2017-03-17,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration",Special Conditions: Textron Aviation Inc. Model 700 Airplane; Isolation of Airplane Electronic System Security Protection From Unauthorized Internal Access,"These special conditions are issued for the Textron Aviation Inc. (Textron) Model 700 airplane. This airplane will have a novel or unusual design feature when compared to the state of technology envisioned in the airworthiness standards for transport-category airplanes. This design feature is airplane electronic systems and networks that allow access, from aircraft internal sources (e.g., wireless devices, Internet connectivity), to the airplane's previously isolated, internal, electronic components. The applicable airworthiness regulations do not contain adequate or appropriate safety standards for this design feature. These special conditions contain the additional safety standards that the Administrator considers necessary to establish a level of safety equivalent to that established by the existing airworthiness standards.",Final special conditions; request for comments.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This action is effective on Textron on March 17, 2017. We must receive your comments by May 1, 2017.",82 FR 14113,2017-05333,,https://www.federalregister.gov/api/v1/documents/2017-05333?publication_date=2017-03-17,https://www.federalregister.gov/documents/full_text/text/2017/03/17/2017-05333.txt,https://www.federalregister.gov/documents/2017/03/17/2017-05333/special-conditions-textron-aviation-inc-model-700-airplane-isolation-of-airplane-electronic-system,donald-trump,2017-03-17 00:00:00 UTC,2017,3,0,0
2017-04-06,2017-04-06,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,"Reclassification of the Sheboygan, Wisconsin Area To Moderate Nonattainment for the 2008 Ozone National Ambient Air Quality Standards; Correction","The Environmental Protection Agency (EPA) published a final rule in the Federal Register on December 19, 2016, revising its regulations entitled ``Designation of Areas for Air Quality Planning Purposes'' for the 2008 ozone National Ambient Air Quality Standards (NAAQS). An error in the table for the Wisconsin 2008 8-Hour Ozone NAAQS is identified and corrected in this action.",Final rule; correction.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This final rule is effective on April 6, 2017.",82 FR 16740,2017-06888,,https://www.federalregister.gov/api/v1/documents/2017-06888?publication_date=2017-04-06,https://www.federalregister.gov/documents/full_text/text/2017/04/06/2017-06888.txt,https://www.federalregister.gov/documents/2017/04/06/2017-06888/reclassification-of-the-sheboygan-wisconsin-area-to-moderate-nonattainment-for-the-2008-ozone,donald-trump,2017-04-06 00:00:00 UTC,2017,4,0,0
2017-02-16,2017-03-20,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161', 'parent_id': None, 'slug': 'federal-communications-commission'}]",Federal Communications Commission,"Radio Broadcasting Services; Roma and San Isidro, Texas","At the request of La Voz Latina (LVL) and Charles Crawford (Crawford), respectively, the Audio Division amends the FM Table of Allotments, by allotting Channel 278A at San Isidro, Texas, and deleting Channel 278A at Roma, Texas. Channel 278A at San Isidro, Texas, will be the community's second local service. The Audio Division, therefore, grants both LVL's counterproposal and Crawford's ``Withdrawal of Expression of Interest.'' A staff engineering analysis indicates Channel 278A can be allotted to San Isidro consistent with the minimum distance separation requirements of the Commission's rules with a site restriction 6 kilometers west of the community. The reference coordinates are 26-42-15 NL and 98-29-48 WL.",Final rule.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective March 20, 2017.",82 FR 10866,2017-03130,,https://www.federalregister.gov/api/v1/documents/2017-03130?publication_date=2017-02-16,https://www.federalregister.gov/documents/full_text/text/2017/02/16/2017-03130.txt,https://www.federalregister.gov/documents/2017/02/16/2017-03130/radio-broadcasting-services-roma-and-san-isidro-texas,donald-trump,2017-02-16 00:00:00 UTC,2017,2,0,0
2017-03-06,2017-06-22,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Amendment of Class E Airspace for the Paragould, AR","This action modifies Class E airspace extending upward from 700 feet above the surface at Kirk Field, Paragould, AR. Decommissioning of non-directional radio beacons (NDB), cancellation of NDB approaches, and implementation of area navigation (RNAV) procedures have made this action necessary for the safety and management of Instrument Flight Rules (IFR) operations at the airport.",Final rule.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective 0901 UTC, June 22, 2017. The Director of the Federal Register approves this incorporation by reference action under Title 1, Code of Federal Regulations, part 51, subject to the annual revision of FAA Order 7400.11 and publication of conforming amendments.",82 FR 12504,2017-04191,,https://www.federalregister.gov/api/v1/documents/2017-04191?publication_date=2017-03-06,https://www.federalregister.gov/documents/full_text/text/2017/03/06/2017-04191.txt,https://www.federalregister.gov/documents/2017/03/06/2017-04191/amendment-of-class-e-airspace-for-the-paragould-ar,donald-trump,2017-03-06 00:00:00 UTC,2017,3,0,0
2017-03-13,2017-06-22,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Modification of Restricted Area R-7201; Farallon De Medinilla Island, Mariana Islands","This action expands the restricted airspace at Farallon De Medinilla Island, Mariana Islands, by designating a new area, R-7201A, that surrounds the existing R-7201. R-7201A encompasses that airspace between a 3 nautical mile (NM) radius and a 12-NM radius of lat. 16[deg]01'04'' N., long. 146[deg]03'31'' E. The new restricted airspace provides the required airspace to conduct military training scenarios using air-to-ground ordnance delivery, naval gunfire, lasers and special operations training.",Final rule.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective date 0901 UTC, June 22, 2017.",82 FR 13389,2017-04892,,https://www.federalregister.gov/api/v1/documents/2017-04892?publication_date=2017-03-13,https://www.federalregister.gov/documents/full_text/text/2017/03/13/2017-04892.txt,https://www.federalregister.gov/documents/2017/03/13/2017-04892/modification-of-restricted-area-r-7201-farallon-de-medinilla-island-mariana-islands,donald-trump,2017-03-13 00:00:00 UTC,2017,3,0,0
