index,publication_date,effective_on,agencies,agency_names,title,abstract,action,type,president,dates,citation,document_number,regulation_id_numbers,json_url,raw_text_url,html_url,president_id,publication_dt,publication_year,publication_month,susp
107,2009-03-27,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","Health and Human Services Department, Centers for Medicare & Medicaid Services",Medicaid Program; Premiums and Cost Sharing,"This action temporarily delays the effective date of the November 25, 2008 final rule entitled, ``Medicaid Program; Premiums and Cost Sharing'' (73 FR 71828) until December 31, 2009. In addition, this action reopens the comment period on the policies set out in the November 25, 2008 final rule, and specifically solicits comments on the effect of certain provisions of the American Recovery and Reinvestment Act of 2009.",Final rule; delay of effective date and reopening of comment period.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","Effective Date. This action is effective March 26, 2009. The effective date of the rule amending 42 CFR parts 447 and 457 published in the November 25, 2008 Federal Register (73 FR 71828) is delayed until December 31, 2009.",74 FR 13346,E9-6907,0938-A047,https://www.federalregister.gov/api/v1/documents/E9-6907?publication_date=2009-03-27,https://www.federalregister.gov/documents/full_text/text/2009/03/27/E9-6907.txt,https://www.federalregister.gov/documents/2009/03/27/E9-6907/medicaid-program-premiums-and-cost-sharing,barack-obama,2009-03-27 00:00:00 UTC,2009,3,1.0
108,2009-03-30,2008-12-29,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Forest Service', 'name': 'Forest Service', 'id': 209, 'url': 'https://www.federalregister.gov/agencies/forest-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/209', 'parent_id': 12, 'slug': 'forest-service'}]","Agriculture Department, Forest Service",Sale and Disposal of National Forest System Timber; Special Forest Products and Forest Botanical Products,"The Department is delaying the effective date of this rule for an additional 60 days. The Department previously delayed the effective date and sought comment for 30 days ending on March 2, 2009 (74 FR 5107). More time is needed for the Forest Service to properly respond to the comments and to consider any potential changes to the rule. The rule regulates the sustainable free use, commercial harvest, and sale of special forest products and forest botanical products from National Forest System lands.",Notice of Delay of Effective Date.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","The effective date for the rule published at 73 FR 79367, December 29, 2008, is delayed until May 29, 2009.",74 FR 14049,E9-7075,0596-AB81,https://www.federalregister.gov/api/v1/documents/E9-7075?publication_date=2009-03-30,https://www.federalregister.gov/documents/full_text/text/2009/03/30/E9-7075.txt,https://www.federalregister.gov/documents/2009/03/30/E9-7075/sale-and-disposal-of-national-forest-system-timber-special-forest-products-and-forest-botanical,barack-obama,2009-03-30 00:00:00 UTC,2009,3,1.0
109,2009-04-01,2009-04-01,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,"Oil Pollution Prevention; Non-Transportation Related Onshore Facilities; Spill Prevention, Control, and Countermeasure Rule-Final Amendments","The Environmental Protection Agency (EPA) is delaying the effective date of the final rule that amends the Spill Prevention, Control, and Countermeasure (SPCC) regulations promulgated in the Federal Register on December 5, 2008. The amendments will become effective on January 14, 2010. EPA additionally is requesting public comment on whether a further extension of the effective date may be warranted.",Final rule; delay of effective date.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This document is effective April 1, 2009. The effective date of the final rule (FR Doc. E8-28159), published in the Federal Register on December 5, 2008 (73 FR 74236), that was delayed until April 4, 2009 (74 FR 5900), is further delayed to January 14, 2010.",74 FR 14736,E9-7301,2050-AG16,https://www.federalregister.gov/api/v1/documents/E9-7301?publication_date=2009-04-01,https://www.federalregister.gov/documents/full_text/text/2009/04/01/E9-7301.txt,https://www.federalregister.gov/documents/2009/04/01/E9-7301/oil-pollution-prevention-non-transportation-related-onshore-facilities-spill-prevention-control-and,barack-obama,2009-04-01 00:00:00 UTC,2009,4,1.0
110,2009-04-02,2009-01-02,"[{'raw_name': 'Agency for International Development', 'name': 'Agency for International Development', 'id': 6, 'url': 'https://www.federalregister.gov/agencies/agency-for-international-development', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/6', 'parent_id': None, 'slug': 'agency-for-international-development'}]",Agency for International Development,"Privacy Act of 1974, Implementation of Exemptions","This document delays the effective date by 30 days for the final rule exempting portions of the Partner Vetting System from one or more provisions of the Privacy Act, as published in the Federal Register on January 2, 2009 and delayed on February 2, 2009.",Final rule; delay of effective date.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","The effective date for the final rule published on January 2, 2009 (74 FR 9) and delayed on February 2, 2009 (74 FR 5808) is further delayed until May 4, 2009.",74 FR 14931,E9-7414,0412-AA61,https://www.federalregister.gov/api/v1/documents/E9-7414?publication_date=2009-04-02,https://www.federalregister.gov/documents/full_text/text/2009/04/02/E9-7414.txt,https://www.federalregister.gov/documents/2009/04/02/E9-7414/privacy-act-of-1974-implementation-of-exemptions,barack-obama,2009-04-02 00:00:00 UTC,2009,4,1.0
111,2009-04-03,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","Health and Human Services Department, Centers for Medicare & Medicaid Services",Medicaid Program; State Flexibility for Medicaid Benefit Packages,"This action temporarily delays the effective date of the December 3, 2008 final rule entitled, ``Medicaid Program: State Flexibility for Medicaid Benefit Packages'' (73 FR 73694) until December 31, 2009. In addition, this action reopens the comment period on the policies set out in the December 3, 2008 final rule, and specifically solicits comments on the effect of certain provisions of the Children's Health Insurance Program Reauthorization Act of 2009.",Final rule; delay of effective date and reopening of comment period.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 15221,E9-7505,0938-AP72,https://www.federalregister.gov/api/v1/documents/E9-7505?publication_date=2009-04-03,https://www.federalregister.gov/documents/full_text/text/2009/04/03/E9-7505.txt,https://www.federalregister.gov/documents/2009/04/03/E9-7505/medicaid-program-state-flexibility-for-medicaid-benefit-packages,barack-obama,2009-04-03 00:00:00 UTC,2009,4,1.0
112,2009-04-13,,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Animal and Plant Health Inspection Service', 'name': 'Animal and Plant Health Inspection Service', 'id': 22, 'url': 'https://www.federalregister.gov/agencies/animal-and-plant-health-inspection-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/22', 'parent_id': 12, 'slug': 'animal-and-plant-health-inspection-service'}]","Agriculture Department, Animal and Plant Health Inspection Service",Agricultural Bioterrorism Protection Act of 2002; Biennial Review and Republication of the Select Agent and Toxin List; Delay of Compliance Date for Newly Registered Entities,"In a final rule published in the Federal Register on October 16, 2008 (73 FR 61325-61332, Docket No. APHIS-2007-0033), and effective November 17, 2008, we amended and republished the list of select agents and toxins that have the potential to pose a severe threat to animal or plant health, or to animal or plant products, thus implementing the findings of the second biennial review of that list. Among other changes, we changed the entry for ``Newcastle disease virus (velogenic)'' to read ``virulent Newcastle disease virus,'' thus including some non-velogenic strains of Newcastle disease virus as select agents. The final rule set the compliance date for entities that were newly required to register as entities possessing select agents or toxins as April 14, 2009. Since the publication of the final rule, we have been notified of entities that use virulent Newcastle disease virus and that have not previously been registered. This notice informs the public that we are extending the compliance date for new registrants to July 13, 2009, to give us additional time to determine how best to regulate those entities.",Final rule; delay of compliance date.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","The compliance date for entities that are newly required to register is extended to July 13, 2009.",74 FR 16753,E9-8383,0579-AC53,https://www.federalregister.gov/api/v1/documents/E9-8383?publication_date=2009-04-13,https://www.federalregister.gov/documents/full_text/text/2009/04/13/E9-8383.txt,https://www.federalregister.gov/documents/2009/04/13/E9-8383/agricultural-bioterrorism-protection-act-of-2002-biennial-review-and-republication-of-the-select,barack-obama,2009-04-13 00:00:00 UTC,2009,4,1.0
113,2009-04-21,2009-01-21,"[{'raw_name': 'DEPARTMENT OF LABOR', 'name': 'Labor Department', 'id': 271, 'url': 'https://www.federalregister.gov/agencies/labor-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/271', 'parent_id': None, 'slug': 'labor-department'}, {'raw_name': 'Office of Labor-Management Standards', 'name': 'Labor-Management Standards Office', 'id': 274, 'url': 'https://www.federalregister.gov/agencies/labor-management-standards-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/274', 'parent_id': 271, 'slug': 'labor-management-standards-office'}]","Labor Department, Labor-Management Standards Office",Labor Organization Annual Financial Reports,"This final rule delays the effective date and applicability date of regulations pertaining to the filing by labor organizations of annual financial reports required by the Labor-Management Reporting and Disclosure Act of 1959, as amended (LMRDA) that were published in the Federal Register on January 21, 2009. They revised Labor Organization Annual Report Form LM-2 and established a procedure whereby the Department may revoke, when warranted, a labor organization's authorization to file the simplified Labor Organization Annual Report Form LM-3. These regulations were to have gone into effect on February 20, 2009, but were delayed until April 21, 2009, by a final rule published on February 20, 2009 (74 FR 7814). This final rule postpones the effective date of the regulations from April 21, 2009, until October 19, 2009, and the applicability date of the regulations from July 1, 2009, until January 1, 2010. This will allow additional time for the agency and the public to consider a proposal to withdraw the January 21 regulations and, meanwhile, to permit unions to delay costly development and implementation of any necessary new accounting and recordkeeping systems and procedures, pending this further consideration. At the same time, the Department has published a Notice of Proposed Rulemaking elsewhere in this issue of the Federal Register, seeking public comment on its proposal to withdraw the regulations.",Final rule; delay of effective date and applicability date.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","The effective date of the rule amending 29 CFR Parts 403 and 408, published January 21, 2009, at 74 FR 3678, is delayed until October 19, 2009, and its applicability date is delayed until January 1, 2010.",74 FR 18132,E9-9182,1215-AB62,https://www.federalregister.gov/api/v1/documents/E9-9182?publication_date=2009-04-21,https://www.federalregister.gov/documents/full_text/text/2009/04/21/E9-9182.txt,https://www.federalregister.gov/documents/2009/04/21/E9-9182/labor-organization-annual-financial-reports,barack-obama,2009-04-21 00:00:00 UTC,2009,4,1.0
114,2017-01-26,2017-03-21,"[{'raw_name': 'SMALL BUSINESS ADMINISTRATION', 'name': 'Small Business Administration', 'id': 468, 'url': 'https://www.federalregister.gov/agencies/small-business-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/468', 'parent_id': None, 'slug': 'small-business-administration'}]",Small Business Administration,Small Business Investment Companies: Passive Business Expansion and Technical Clarifications,"On December 28, 2016, the Small Business Administration (SBA) published a final rule to expand permitted investments in passive businesses and provide further clarification with regard to investments in such businesses for the Small Business Investment Company (SBIC) Program, with an effective date of January 27, 2017. In the meantime, a memorandum dated January 20, 2017 from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review'' calls for agencies to temporarily postpone the effective date of rules not yet effective and invite new public comment. In view of this development, SBA is delaying the effective date of this rule until March 21, 2017, and is inviting additional public comment on the final rule. Any timely public comments received will be considered and any changes to the final rule will be published in the Federal Register.",Final rule; delay of effective date and opportunity for public comment.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","The effective date of the SBA final rule published December 28, 2016 (81 FR 95419) is delayed until March 21, 2017. Comments must be received on or before February 19, 2017.",82 FR 8499,2017-01809,3245-AG67,https://www.federalregister.gov/api/v1/documents/2017-01809?publication_date=2017-01-26,https://www.federalregister.gov/documents/full_text/text/2017/01/26/2017-01809.txt,https://www.federalregister.gov/documents/2017/01/26/2017-01809/small-business-investment-companies-passive-business-expansion-and-technical-clarifications,donald-trump,2017-01-26 00:00:00 UTC,2017,1,1.0
115,2017-01-26,2017-06-19,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,"Delay of Effective Date for 30 Final Regulations Published by the Environmental Protection Agency Between October 28, 2016 and January 17, 2017","In accordance with the Presidential directive as expressed in the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review,'' this action temporarily delays until March 21, 2017, the effective date of the regulations listed in the table below. EPA identified 30 regulations that meet those criteria.",Final rule; delay of effective dates.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This regulation is effective January 26, 2017. The effective date of each regulation listed in the table below is delayed to a new effective date of March 21, 2017.",82 FR 8499,2017-01822,,https://www.federalregister.gov/api/v1/documents/2017-01822?publication_date=2017-01-26,https://www.federalregister.gov/documents/full_text/text/2017/01/26/2017-01822.txt,https://www.federalregister.gov/documents/2017/01/26/2017-01822/delay-of-effective-date-for-30-final-regulations-published-by-the-environmental-protection-agency,donald-trump,2017-01-26 00:00:00 UTC,2017,1,30.0
116,2017-01-26,2017-03-21,"[{'raw_name': 'DEPARTMENT OF THE INTERIOR', 'name': 'Interior Department', 'id': 253, 'url': 'https://www.federalregister.gov/agencies/interior-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/253', 'parent_id': None, 'slug': 'interior-department'}, {'raw_name': 'Fish and Wildlife Service', 'name': 'Fish and Wildlife Service', 'id': 197, 'url': 'https://www.federalregister.gov/agencies/fish-and-wildlife-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/197', 'parent_id': 253, 'slug': 'fish-and-wildlife-service'}]","Interior Department, Fish and Wildlife Service",Endangered and Threatened Wildlife and Plants; Revisions to the Regulations for Candidate Conservation Agreements With Assurances,"In accordance with a January 20, 2017, memo from the White House, we, the U.S. Fish and Wildlife Service, are delaying the effective date of a rule we published on December 27, 2016.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","The effective date of the rule that published on December 27, 2016, at 81 FR 95053, is delayed from January 26, 2017, to March 21, 2017.",82 FR 8501,2017-01841,1018-BB25,https://www.federalregister.gov/api/v1/documents/2017-01841?publication_date=2017-01-26,https://www.federalregister.gov/documents/full_text/text/2017/01/26/2017-01841.txt,https://www.federalregister.gov/documents/2017/01/26/2017-01841/endangered-and-threatened-wildlife-and-plants-revisions-to-the-regulations-for-candidate,donald-trump,2017-01-26 00:00:00 UTC,2017,1,1.0
117,2017-01-27,2017-01-25,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'U.S. Customs and Border Protection', 'name': 'U.S. Customs and Border Protection', 'id': 501, 'url': 'https://www.federalregister.gov/agencies/u-s-customs-and-border-protection', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/501', 'parent_id': 227, 'slug': 'u-s-customs-and-border-protection'}, {'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497', 'parent_id': None, 'slug': 'treasury-department'}]","Homeland Security Department, U.S. Customs and Border Protection, Treasury Department",Delay of Effective Date for Importations of Certain Vehicles and Engines Subject to Federal Antipollution Emission Standards,"On December 27, 2016, U.S. Customs and Border Protection (CBP) published a Final Rule in the Federal Register announcing amendments to CBP regulations relating to the importation into the United States of certain vehicles and engines under the Clean Air Act (CAA) in order to harmonize the documentation requirements applicable to different classes of vehicles and engines that are subject to the CAA's emission standards. That document further amended the regulations to permit importers to file the required U.S. Environmental Protection Agency (EPA) Declaration Forms with CBP electronically, and amended non- substantive provisions to update regulatory citations and delete obsolete provisions. The changes announced in that Final Rule were to be effective January 26, 2017. This notice announces that the effective date of the Final Rule is delayed for 60 days from January 20, 2017.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This regulation is effective January 25, 2017. The effective date of the rule amending 19 CFR part 12 published at 81 FR 94974, December 27, 2016 is delayed until March 21, 2017.",82 FR 8589,2017-01963,1515-AE11,https://www.federalregister.gov/api/v1/documents/2017-01963?publication_date=2017-01-27,https://www.federalregister.gov/documents/full_text/text/2017/01/27/2017-01963.txt,https://www.federalregister.gov/documents/2017/01/27/2017-01963/delay-of-effective-date-for-importations-of-certain-vehicles-and-engines-subject-to-federal,donald-trump,2017-01-27 00:00:00 UTC,2017,1,1.0
118,2017-01-27,2017-01-25,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'U.S. Customs and Border Protection', 'name': 'U.S. Customs and Border Protection', 'id': 501, 'url': 'https://www.federalregister.gov/agencies/u-s-customs-and-border-protection', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/501', 'parent_id': 227, 'slug': 'u-s-customs-and-border-protection'}, {'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497', 'parent_id': None, 'slug': 'treasury-department'}]","Homeland Security Department, U.S. Customs and Border Protection, Treasury Department",Delay of Effective Date for Toxic Substance Control Act Chemical Substance Import Certification Process Revisions,"On December 27, 2016, U.S. Customs and Border Protection (CBP) published a Final Rule in the Federal Register announcing amendments to CBP regulations regarding the requirement to file a Toxic Substances Control Act (TSCA) certification when importing into the customs territory of the United States chemicals in bulk form or as part of mixtures and articles containing a chemical or mixture. That document amended the regulations to establish an electronic option for importers to file the required U.S. Environmental Protection Agency (EPA) TSCA certifications, to clarify and add certain definitions, and to eliminate the paper-based blanket certification process. The changes announced in that Final Rule were to be effective January 26, 2017. This notice announces that the effective date of the Final Rule is delayed for 60 days from January 20, 2017.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","This regulation is effective January 25, 2017. The effective date of the rule amending 19 CFR parts 12 and 127 published at 81 FR 94980, December 27, 2016 is delayed until March 21, 2017.",82 FR 8590,2017-01962,1515-AE13,https://www.federalregister.gov/api/v1/documents/2017-01962?publication_date=2017-01-27,https://www.federalregister.gov/documents/full_text/text/2017/01/27/2017-01962.txt,https://www.federalregister.gov/documents/2017/01/27/2017-01962/delay-of-effective-date-for-toxic-substance-control-act-chemical-substance-import-certification,donald-trump,2017-01-27 00:00:00 UTC,2017,1,1.0
119,2017-01-30,2017-01-30,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Drug Enforcement Administration', 'name': 'Drug Enforcement Administration', 'id': 116, 'url': 'https://www.federalregister.gov/agencies/drug-enforcement-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/116', 'parent_id': 268, 'slug': 'drug-enforcement-administration'}]","Justice Department, Drug Enforcement Administration","Revision of Import and Export Requirements for Controlled Substances, Listed Chemicals, and Tableting and Encapsulating Machines, Including Changes To Implement the International Trade Data System (ITDS); Revision of Reporting Requirements for Domestic Transactions in Listed Chemicals and Tableting and Encapsulating Machines; and Technical Amendments","On December 30, 2016, the Drug Enforcement Administration published a final rule to implement requirements associated with the International Trade Data System (ITDS) that will help streamline the export/import of tableting and encapsulating machines, controlled substances, and listed chemicals. That rule is scheduled to become effective January 30, 2017. In accordance with the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review,'' this action hereby temporarily delays until March 21, 2017, the effective date of the final rule entitled ``Revision of Import and Export Requirements for Controlled Substances, Listed Chemicals, and Tableting and Encapsulating Machines, Including Changes to Implement the International Trade Data System (ITDS); Revision of Reporting Requirements for Domestic Transactions in Listed Chemicals and Tableting and Encapsulating Machines; and Technical Amendments'' (RIN 1117-AB41) published in the Federal Register on December 30, 2016, at 81 FR 96992. The temporary delay in the effective date will allow Department of Justice officials an opportunity to review any potential questions of fact, law and policy raised by this regulation, consistent with the Chief of Staff's memorandum of January 20, 2017.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective Dates: This Final Rule is effective January 30, 2017. The effective date of the Final Rule amending 21 CFR parts 1300, 1301, 1302, 1303, 1304, 1308, 1309, 1310, 1312, 1313, 1314, 1315, 1316, and 1321 published in the Federal Register December 30, 2016, at 81 FR 96992 is delayed to March 21, 2017. However, compliance with the revisions to DEA regulations made by this rule is not required until July 31, 2017.",82 FR 8688,2017-01976,1117-AB41,https://www.federalregister.gov/api/v1/documents/2017-01976?publication_date=2017-01-30,https://www.federalregister.gov/documents/full_text/text/2017/01/30/2017-01976.txt,https://www.federalregister.gov/documents/2017/01/30/2017-01976/revision-of-import-and-export-requirements-for-controlled-substances-listed-chemicals-and-tableting,donald-trump,2017-01-30 00:00:00 UTC,2017,1,1.0
120,2017-01-30,2017-01-25,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'National Highway Traffic Safety Administration', 'name': 'National Highway Traffic Safety Administration', 'id': 345, 'url': 'https://www.federalregister.gov/agencies/national-highway-traffic-safety-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/345', 'parent_id': 492, 'slug': 'national-highway-traffic-safety-administration'}]","Transportation Department, National Highway Traffic Safety Administration",Civil Penalties,"This action temporarily delays for 60 days the effective date of the rule entitled ``Civil Penalties,'' published in the Federal Register on December 28, 2016.",Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective January 25, 2017. The effective date of the rule amending 49 CFR part 578 published at 81 FR 95489, December 28, 2016 is delayed until March 28, 2017.",82 FR 8694,2017-01957,2127-AL82,https://www.federalregister.gov/api/v1/documents/2017-01957?publication_date=2017-01-30,https://www.federalregister.gov/documents/full_text/text/2017/01/30/2017-01957.txt,https://www.federalregister.gov/documents/2017/01/30/2017-01957/civil-penalties,donald-trump,2017-01-30 00:00:00 UTC,2017,1,1.0
121,2017-01-30,2017-01-30,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126', 'parent_id': None, 'slug': 'education-department'}]",Education Department,"Elementary and Secondary Education Act of 1965, as Amended by the Every Student Succeeds Act-Accountability and State Plans; Open Licensing Requirement for Competitive Grant Programs; Family Educational Rights and Privacy Act","In accordance with the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Freeze Pending Review,'' published in the Federal Register on January 24, 2017, the Department delays the effective dates of the following regulations until March 21, 2017: Elementary and Secondary Education Act of 1965, as Amended by the Every Student Succeeds Act-- Accountability and State Plans (ESSA Accountability and State Plans), RIN 1810-AB27; Open Licensing Requirement for Competitive Grant Programs (Open Licensing), RIN 1894-AA07; and Family Educational Rights and Privacy Act.",Final regulations; delay of effective dates.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective January 30, 2017, the effective date of the final rules published on November 29, 2016 at 81 FR 86076; January 19, 2017 at 82 FR 7376; and January 19, 2017 at 82 FR 6252, respectively, is delayed to March 21, 2017.",82 FR 8669,2017-02056,"1810-AB27, 1894-AA07",https://www.federalregister.gov/api/v1/documents/2017-02056?publication_date=2017-01-30,https://www.federalregister.gov/documents/full_text/text/2017/01/30/2017-02056.txt,https://www.federalregister.gov/documents/2017/01/30/2017-02056/elementary-and-secondary-education-act-of-1965-as-amended-by-the-every-student-succeeds,donald-trump,2017-01-30 00:00:00 UTC,2017,1,3.0
122,2017-01-31,2017-03-21,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Energy Conservation Program: Test Procedure for Walk-in Coolers and Walk-in Freezers,This document delays the effective date of a recently published final rule amending the test procedure for certain walk-in cooler and freezer components.,Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","Effective January 26, 2017 the effective date of the rule amending 10 CFR parts 429 and 431 published in the Federal Register at 81 FR 95758 on December 28, 2016, is delayed until March 21, 2017.",82 FR 8805,2017-01956,1904-AD72,https://www.federalregister.gov/api/v1/documents/2017-01956?publication_date=2017-01-31,https://www.federalregister.gov/documents/full_text/text/2017/01/31/2017-01956.txt,https://www.federalregister.gov/documents/2017/01/31/2017-01956/energy-conservation-program-test-procedure-for-walk-in-coolers-and-walk-in-freezers,donald-trump,2017-01-31 00:00:00 UTC,2017,1,1.0
123,2017-01-31,2017-03-21,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136', 'parent_id': None, 'slug': 'energy-department'}]",Energy Department,Energy Conservation Program: Energy Conservation Standards for Ceiling Fans,This document delays the effective date of a recently published final rule amending the energy conservation standards for ceiling fans.,Final rule; delay of effective date.,Rule,"{'name': 'Donald Trump', 'identifier': 'donald-trump'}","The effective date of the rule amending 10 CFR part 430 published in the Federal Register at 82 FR 6826 on January 19, 2017, is delayed to March 21, 2017.",82 FR 8806,2017-01958,1904-AD28,https://www.federalregister.gov/api/v1/documents/2017-01958?publication_date=2017-01-31,https://www.federalregister.gov/documents/full_text/text/2017/01/31/2017-01958.txt,https://www.federalregister.gov/documents/2017/01/31/2017-01958/energy-conservation-program-energy-conservation-standards-for-ceiling-fans,donald-trump,2017-01-31 00:00:00 UTC,2017,1,1.0
